TAXID	NAME	SOURCE	LOCATION	HOST	DISEASE
2738	Vagococcus fluvialis			mosquito; human	infection
184870	Varibaculum cambriense			human	Abscesses
34073	Variovorax paradoxus			beet; human; zhu ma; rapeseeds; perennial ryegrass; peonies; lemna minor; pisum sativum	periodontitis
39777	Veillonella atypica			human	Abscesses; bacteraemia
39778	Veillonella dispar			human	Abscesses; bacteraemia
1316254	Veillonella parvula HSIVP1	ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on Veillonella selective agar	Netherlands	human	Abscesses; bacteraemia
103892	Veillonella ratti			human	periodontitis
663	Vibrio alginolyticus			aplysina lacunosa; long-snouted seahorse; human; hippocampus ingens; crassostrea gigas; mussismilia hispida; palythoa caribaeorum; suzuki; palythoa variabilis; maja brachydactyla; tiger prawn; turbot; abalone; bullseye puffer; golden pompano	Wound infection; ear infection
55601	Vibrio anguillarum NB10	Rainbow trout	Gulf	Rainbow trout; Onchorhynchus mykiss	infection
338187	Vibrio campbellii ATCC BAA-1116			human	Vibriosis
666	Vibrio cholerae 2012EL-2176	Haiti was found to be resistant to additional antimicrobials compared with previous isolates from the ongoing outbreak	Haiti	human	Cholera
1093790	Vibrio cholerae H1	passed stool	Haiti	human	Cholera
579112	Vibrio cholerae M66-2	outbreak	Makassar area of Indonesia	human	Cholera
593588	Vibrio cholerae MJ-1236		Matlab; Bangladesh	human	Cholera
1420885	Vibrio cholerae MS6	diarrheal patient; was named MS6		human	Cholera
243277	Vibrio cholerae O1 biovar El Tor str. N16961	the classical biotype due to hemolysin production	Bangladesh	human	Cholera
686	Vibrio cholerae O1 biovar El Tor strain FJ147	physical	China: Fujian	human	Cholera
1224154	Vibrio cholerae O1 str. Inaba G4222	cholera patient stool sample	South Africa: Gauteng	human	Cholera
345073	Vibrio cholerae O395			human	Cholera
345073	Vibrio cholerae O395 (Prj:32853)			human	Cholera
675	Vibrio cincinnatiensis			human	Bacteraemia
85581	Vibrio damsela			human	Bacteraemia
676	Vibrio fluvialis strain ATCC 33809		Bangladesh:Dacca	human	infection
29494	Vibrio furnissii			human	bacteremia
673	Vibrio hollisae	stool		human	diarrhea
28172	Vibrio metschnikovii			human	infection
674	vibrio mimicus			spotted rose snapper; etroplus suratensis; human	Diarrhoea; septicaemia
1338032	Vibrio parahaemolyticus O1:K33 str. CDC_K4557	oyster	USA: LA	human	Diarrhoea; septicaemia
1338034	Vibrio parahaemolyticus O1:Kuk str. FDA_R31	stool	USA: LA	human	Diarrhoea; septicaemia
223926	Vibrio parahaemolyticus RIMD 2210633		Osaka Japan		Diarrhoea; septicaemia
670	Vibrio parahaemolyticus strain FORC_008	finespotted flounder	South Korea: Gyeongnam	Finespotted flounder	Diarrhoea; septicaemia
575788	Vibrio splendidus LGP32				Vibriosis
1051646	Vibrio tubiashii ATCC 19109	Larvae from hard clams (Mercenaria mercenaria)	USA: Long Island Sound; Connecticut	northern quahog	Unknown
216895	Vibrio vulnificus CMCP6				Gastroenteritis; Septicemia
196600	Vibrio vulnificus YJ016	Taiwan	Taiwan		Gastroenteritis; Septicemia
672	Vibrio vulnificus strain 93U204		Taiwan: Kaohsiung	Tilapia; Oreochromis sp (fishes).	septicemia; wouind infections
672	Vibrio vulnificus strain ATL 6-1306		USA	human	septicemia; wouind infections
672	Vibrio vulnificus strain FORC_009	Stool sample	South Korea: Masan	human	septicemia; wouind infections
172901	Victivallis vadensis			human	septicemia; wouind infections
1014	Weeksella virosa			human	Peritonitis
1583	Weissella confusa			human	Endocarditis
759620	Weissella ceti strain WS08	brain	Brazil	Rainbow trout; Onchorhynchus mykiss	Unknown
36870	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis			tsetse fly; Tsetse fly	Unknown
246273	Wolbachia endosymbiont of Cimex lectularius wCle			Cimex lectularius JESC	Unknown
570417	Wolbachia endosymbiont of Culex quinquefasciatus (mosquito) Pel	the preblastoderm embryos of the Pelstrain of Culex quinquefasciatus (mosquito) mosquitoes		Mosquito; mosquito	Unknown
163164	Wolbachia endosymbiont of Drosophila melanogaster (flies)			Fruit fly; flies	Unknown
125593	Wolbachia endosymbiont of Trichogramma pretiosum	the submitted GenBank assembly (see linked project PRJNA168121)	Peru: Puira Valley	Wasp; Trichogramma pretiosum	Unknown
292805	Wolbachia endosymbiont strain TRS of Brugia malayi			agent of lymphatic filariasis; Nematode	Unknown
29447	Xanthomonas albilineans strain GPE PC73		Guadeloupe		Leaf scald
190486	Xanthomonas axonopodis pv. citri str. 306				Citrus canker
1437877	Xanthomonas axonopodis pv. dieffenbachiae LMG 695		Brazil	Anthurium sp.	Anthurium bacterial blight
316273	Xanthomonas campestris pv. vesicatoria str. 85-10			plants; human	Bacterial spot; Bacteraemia
1137651	Xanthomonas citri subsp. citri Aw12879				Citrus canker
863365	Xanthomonas hortorum pv. carotae str. M081				Bacterial blight
291331	Xanthomonas oryzae pv. Oryzae KACC 10331				Bacterial blight
342109	Xanthomonas oryzae pv. Oryzae MAFF 311018				Bacterial blight
360094	Xanthomonas oryzae pv. Oryzae PXO99A				Bacterial blight
452922	Xenophilus aerolata			human	Unknown
406817	Xenorhabdus nematophila ATCC 19061				Bacteremia
160492	Xylella fastidiosa 9a5c	pathogenic strain (8.1b)	France		Citrus variegated chlorosis
405440	Xylella fastidiosa M12				Citrus variegated chlorosis
263819	Yersinia aleksiciae strain 159	feces	Finland	human	Unknown
634	Yersinia bercovieri				Unknown
1262467	Yersinia Enterocolitica (type O:2) str. YE3094/96	animal isolate		human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1262466	Yersinia Enterocolitica (type O:3) str. YE12/03	bio-serotype O:3 and was isolated from human faecal matter		human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1262462	Yersinia Enterocolitica (type O:5) str. YE53/03	bio-serotype 2A and was isolated from human faecal matter		human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1262465	Yersinia Enterocolitica (type O:5;27) str. YE149/02	bio-serotype O:5;27 and was isolated from a sheep abattoir		whales	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1262463	Yersinia Enterocolitica (type O:9) str. YE212/02	pig abbatoir		pig	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1262464	Yersinia Enterocolitica (type O:9) str. YE56/03	human faecal matter		human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
630	Yersinia Enterocolitica	human clinical samples	USA; Belgium	human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1443113	Yersinia Enterocolitica LC20	feces	China: Zhejiang	rats; Norway rat	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
393305	Yersinia Enterocolitica subsp. Enterocolitica 8081			human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
930944	Yersinia Enterocolitica subsp. palearctica Y11	humans and asymptomatic slaughter pigs	Europe Northern Asia	human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
29484	yersinia frederiksenii			European horse chestnut; human; costelytra Zealandica	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
631	yersinia intermedia			channel catfish; human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
28152	yersinia kristensenii			sphagnum fallax; human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
33060	Yersinia mollaretii			sphagnum fallax; human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
1345710	Yersinia pestis 1045		Azerbaijan: Apsheron Pen.	human	Plague
1345703	Yersinia pestis 1412		Georgia: Ninotsminda	human	Plague
1345704	Yersinia pestis 1413		Georgia: Ninotsminda	human	Plague
1345705	Yersinia pestis 1522		Armenia: Shirak Province	human	Plague
1345702	Yersinia pestis 2944		Russia: Kabardino-Balkaria	human	Plague
1345706	Yersinia pestis 3067		Georgia: Ninotsminda	human	Plague
1345707	Yersinia pestis 3770		Georgia: Ninotsminda	human	Plague
1345701	Yersinia pestis 790		Kyrgyzstan	human	Plague
1345708	Yersinia pestis 8787		Georgia: Ninotsminda	human	Plague
1035377	Yersinia pestis A1122	California Ground Squirrel (Spermophilus beecheyi)	USA: California	California ground squirrel; human	Plague
349746	Yersinia pestis Angola			human	Bubonic plague
360102	Yersinia pestis Antiqua	Human clinical sample	Republic of the Congo	human	Bubonic plague
214092	Yersinia pestis CO92	patient who died of pneumonic plague after acquiring the disease from an infected cat	USA	human	Bubonic plague
637382	Yersinia pestis D106004	new plague focus	Yulong County China	human	Bubonic plague
637385	Yersinia pestis D182038	Apodemus chevrieri (rodents) (Chevrier's field mouse)	Yunnan province; China	rodents; Chevrier's field mouse	Bubonic plague
632	Yersinia pestis	Clinical Sample	USA: Tuba City; AZ	human	Bubonic plague
187410	Yersinia pestis KIM10+			human	Bubonic plague
377628	Yersinia pestis Nepal516	soil sample from Nepal	Nepal	human	Bubonic plague
386656	Yersinia pestis Pestoides F			human	Bubonic plague
632	Yersinia pestis Shasta	Human clinical	USA: California	human	Bubonic plague
637386	Yersinia pestis Z176003	dead marmot	Tibet Autonomous Region China	human	Bubonic plague
547048	Yersinia pestis biovar Medievalis str. Harbin 35	human isolate from China	China	human	Bubonic plague; Pneumonic plague
229193	Yersinia pestis biovar Microtus str. 91001			human	Bubonic plague
349747	Yersinia pseudotuberculosis IP 31758	the stools of a patient presenting with scarlet-like fever	Primorski region of the former USSR	human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
273123	Yersinia pseudotuberculosis IP 32953	human patient		human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
502801	Yersinia pseudotuberculosis PB1/+			human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
502800	Yersinia pseudotuberculosis YPIII			human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
748672	Yersinia pseudotuberculosis str. PA3606 Pa3606		Japan: Fukushima	human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
29485	Yersinia rohdei	human and dog feces and surface water		carnivores; human	Enterocolitis; soft tissue infections; mesenteric lymphadenitis
29486	Yersinia ruckeri	liver	USA: Oregon	Onchorhynchus tshawytscha	Enteric redmouth disease
367190	Yersinia similis strain 228	feces	Germany	Oryctolagus cuniculus (rabbits)	Unknown
158877	yokenella regensburgei			human	Bacteraemia; wound infection
1313215	Aichi virus			human	gastroenteritis
172148	Alkhurma virus			human	Alkhurma Hemorrhagic Fever
11019	Alphavirus			human	various human diseases
337039	Alphapapillomavirus 2			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 11
337041	Alphapapillomavirus 9			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 12
337042	Alphapapillomavirus 7			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 13
337044	Alphapapillomavirus 5			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 14
337048	Alphapapillomavirus 1			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 15
337049	Alphapapillomavirus 11			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 16
337050	Alphapapillomavirus 6			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 17
333754	Alphapapillomavirus 10			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 18
333767	Alphapapillomavirus 3			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 19
333757	Alphapapillomavirus 8			human	warts; papilloma; malignant tumours. Genital-type; high-risk of malignancy (cervical cancer): HPV-16; 18. Genital-type; low-risk of malignancy (genital warts): HPV-6; 20
46607	Andes virus	human	Argentina	human	severe pulmonary syndrome
64280	Apoi virus			human	infection
64303	Aroa virus			human	infection
90961	Australian bat lyssavirus			human; bats	Fatal encephalitis
120505	Baboon cytomegalovirus			Baboon; human	infection after organ transplantation
64290	Bagaza virus			birds; human	Avian meningoencephalomyelitis
77763	Banna virus			mosquitoes; pig; cattle; human	Encephalitis
38837	Banzi virus			human	infection
11020	Barmah forest virus			marsupials; mosquitoes; human	Fever; joint pain
37962	Bayou virus			marsh rice rat; human	infection
59305	Bebaru virus			human	infection
694003	Betacoronavirus 1			whales; Himalayan tahr; ungulates; human; waterbuck; lama pacos; nyala; pig; cattle; white-tailed deer; Sitatunga; Sambar deer; carnivores; Canis dog; giraffe	infection
337051	Betapapillomavirus 1			human	infection
333924	Betapapillomavirus 2			human	infection
334207	Betapapillomavirus 3			human	infection
1213620	Bhanja virus			rhipicephalus decoloratus; human	infection
10629	BK virus 			human	BK virus infection
10629	BK polyomavirus			human	BK virus infection
39719	Black creek canal virus			human	infection
1507401	Bocaparvovirus			human	gastrointestinal and respiratory infection
1507401	Bocavirus			human	gastrointestinal and respiratory infection
12455	Borna disease virus			whales; salmon-crested cockatoo; yellow-crested cockatoo; cats; ducks; Canis dog; African gray parrot; human; pionus fuscus; pionus maximiliani; eolophus roseicapillus; White cockatoo; Eclectus parrot; lama pacos; bicolored shrew; cattle; sun conure; aratinga erythrogenys; blue-fronted amazon; carnivores; rabbits; red-fan parrot; goliath cockatoo; canary; ungulates; birds; Ducorps's cockatoo; corvus monedula; northern raccoon; silver fox	infection
11303	Bovine ephemeral fever virus			human	infection
129727	Bovine papular stomatitis virus			cattle; human	infection
32605	Buffalopox virus			whales; cattle; human	infection
35304	Bunyamwera virus			mosquito; mosquitos; ungulates; human; ochlerotatus taeniorhynchus; mansonia uniformis; pig; cattle; Culex pseudovishnui (mosquito)	Encephalitis
11572	Bunyavirus			human	Hemorrhagic fever with renal syndrome (HFRS)
11577	Bunyavirus La Crosse			tamias; mosquitoes; deer; human	Encephalitis
11580	Bunyavirus snowshoe hare			rodents; mosquitoes; human	Encephalitis
64304	BussuquAra virus (birds)			human	infection
