TAXID	NAME	SOURCE	LOCATION	HOST	DISEASE
319224	Shewanella putrefaciens CN-32				Abdominal sepsis; meningitis; bacteraemia
351745	Shewanella sp. W3-18-1	marine sediments at a depth of 630 m.	Pacific Ocean		Cellulitis
344609	Shigella boydii CDC 3083-94	12-year-old boy	USA: Arizona	human	Dysentery
300268	Shigella boydii Sb227	epidemic in China in the 1950s	China	human	Dysentery
621	Shigella boydii strain ATCC 9210	Cases of diarrhea		human	Dysentery
754093	Shigella dysenteriae 1617		Guatemala	human	Dysentery
300267	Shigella dysenteriae Sd197	epidemic in China in the 1950s	China	human	Dysentery
591020	Shigella flexneri 2002017			human	Dysentery
198215	Shigella flexneri 2a str. 2457T			human	Dysentery
198214	Shigella flexneri 2a str. 301	patient	China: Beijing	human	Dysentery
373384	Shigella flexneri 5 str. 8401			human	Dysentery
1435046	Shigella flexneri G1663	stool sample		human	Dysentery
300269	Shigella sonnei Ss046	epidemic in China in the 1950s	China	human	Dysentery
624	Shigella sonnei strain FDAARGOS_90	Stool	USA:DC	human	Dysentery
624	Shigella sonnei strain FORC_011	Stool	South Korea	human	Dysentery
177972	Shuttleworthia satelles	human oral cavity	UK	human	endocarditis
72	Simonsiella muelleri	human oral cavity		human	periodontitis
84109	Slackia exigua	human oral lesion	Japan	human	Periodontitis
40543	Sneathia sanguinegens	human clinical samples		human	postpartum and neonatal bacteremia
102148	Solobacterium moorei	feces	Japan	human	bacteremia
1538644	Sphingobacterium sp. ML3W	study of microbial communities on bat wings	USA: Pennsylvania	little brown bat; Bat	Unknown
152682	Sphingomonas melonis	yellow Spanish melon fruits	Italy	bees; human	Unknown
13689	Sphingomonas paucimobilis	human clinical specimens; the hospital environment		human; fly agaric; mosquitos	Septicaemia; UTI; wound infections; CAPD peritonitis
327691	Sphingomonas rhizogenes	soil		human	Unknown
402029	Spirillum minus			human	Rat-bite fever
1114980	Spiroplasma atrichopogonis strain GNAT3597		USA: Salisbury; MD	Atrichopogon sp.	plant disease
362837	Spiroplasma cantharicola strain CC-1			Beetle; Cantharis	Unknown
743698	Spiroplasma eriocheiris CCTCC M 207170 strain DSM 21848		China	Chinese hairy crab	Unknown
216942	Spiroplasma litorale strain TN-1	campground	USA: Ocracoke Island; NC	Tabanus nigrovittatus; Horsefly	Unknown
216946	Spiroplasma turonicum strain TAB4c	horsefly	France: Indre-et-Loire; Touraine	Common ungulates; Haematopota pluvialis	Unknown
985762	Staphylococcus agnetis strain 908	infected leg joint associated with lameness	Fayetteville; AR	chicken	infection
1229492	Staphylococcus aureus 08BA02176	soft tissue infection of skin	Canada	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1321369	Staphylococcus aureus Bmb9393	patient with blood stream infection	Brazil: Rio de Janeiro	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
273036	Staphylococcus aureus RF122			human	Mastitis
1280	Staphylococcus aureus strain 502A	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
46170	Staphylococcus aureus subsp. aureus	human clinical samples	Brazil: Teresina; PI; Greece; Belgium; Switzerland; USA; 	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1123523	Staphylococcus aureus subsp. aureus 11819-97	skin abscess	Denmark	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1392476	Staphylococcus aureus subsp. aureus 6850	patient with a complicated S		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1155084	Staphylococcus aureus subsp. aureus 71193			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
93062	Staphylococcus aureus subsp. aureus COL			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1241616	Staphylococcus aureus subsp. aureus DSM 20231	Clinical		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
681288	Staphylococcus aureus subsp. aureus ED98	broiler chicken	Northern Ireland	chicken	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
46170	Staphylococcus aureus subsp. aureus Gv69	hospitalized patient presented with wound infection	Teresina PI Brazil	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1074252	Staphylococcus aureus subsp. aureus HO 5096 0412			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
359787	Staphylococcus aureus subsp. aureus JH1	patient undergoing vancomycin treatment		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
359786	Staphylococcus aureus subsp. aureus JH9	patient undergoing vancomycin treatment		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
282458	Staphylococcus aureus subsp. aureus MRSA252	hospital-acquired	United Kingdom	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
282459	Staphylococcus aureus subsp. aureus MSSA476	community acquired	United Kingdom	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
196620	Staphylococcus aureus subsp. aureus MW2	community acquired	USA: North Dakota	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
158878	Staphylococcus aureus subsp. aureus Mu50	the pus of a Japanese male baby with a surgical wound infection that did not respond to vancomycin		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
158879	Staphylococcus aureus subsp. aureus N315	pharyngeal smear of a Japanese patient		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
93061	Staphylococcus aureus subsp. aureus NCTC 8325			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1343064	Staphylococcus aureus subsp. aureus ST772-MRSA-V strain DAR4145	Blood Sample	India: Mumbai	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1006543	Staphylococcus aureus subsp. aureus T0131	87-year-old patient	No.3 Central Hospital in Tianjin; China	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
548473	Staphylococcus aureus subsp. aureus TCH60			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
451515	Staphylococcus aureus subsp. aureus USA300_FPR3757			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
451516	Staphylococcus aureus subsp. aureus USA300_TCH1516			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
546342	Staphylococcus aureus subsp. aureus str. JKD6008	clinical isolate		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
426430	Staphylococcus aureus subsp. aureus str. Newman			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
29388	Staphylococcus capitis strain CR03	skin of human	Belgium	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
72758	Staphylococcus capitis subsp. capitis strain AYP1020	Blood	Australia	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
29380	Staphylococcus caprae			sphagnum fallax; mosquito; human; eudicots	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
29382	Staphylococcus cohnii			gypsy moth; mosquito; human; Indian oil sardine; cytisus striatus; rhodnius colombiensis	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
176280	Staphylococcus epidermidis ATCC 12228			human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
176279	Staphylococcus epidermidis RP62A	patient with intravascular catheter-associated sepsis		human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
279808	Staphylococcus haemolyticus JCSC1435	Japanese inpatient at Juntendo Hospital; Tokyo;	Juntendo Hospital Tokyo	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1283	Staphylococcus haemolyticus strain Sh29/312/L2	blood	Brazil: Sao Paulo	human	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1290	Staphylococcus hominis			mosquito; mosquitos; human; acacia senegal; cattle; eudicots; mimulus aurantiacus; red imported fire ant; carnivores; beetles; Canis dog; rabbits	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis
1284	Staphylococcus hyicus ATCC 11249			human	exudative epidermatitis
1285	Staphylococcus intermedius			human; ungulates; cats; pig; carnivores; Canis dog	infection
42858	Staphylococcus lentus			gypsy moth; whales; human; carnivores; Canis dog	infection
698737	Staphylococcus lugdunensis HKU09-01	patient suffering from skin and soft tissue infection		human	infection
28035	Staphylococcus lugdunensis strain FDAARGOS_141	Right elbow swab	USA:DC	human	infection
28035	Staphylococcus lugdunensis strain FDAARGOS_143	Abscess	USA:DC	human	infection
214473	Staphylococcus nepalensis	goats	Himalayan region	whales; pig; human	infection
45972	Staphylococcus pasteuri	human; animal; food specimens	France	rats; sphagnum fallax; sweet potato whitefly; sphagnum magellanicum; field mustard; costelytra Zealandica; birds; human; cattle; poplars; eudicots; wine grape; glaucous tobacco; sansam; African oil palm; tobacco	infection
170573	Staphylococcus pettenkoferi	human clinical samples	Germany	human; field mustard	infection
937773	Staphylococcus pseudintermedius HKU10-03	skin swab of a dog suffering from canine pyoderma.		dog	infection
29385	Staphylococcus saprophyticus strain FDAARGOS_137	Urine clean catch	USA:DC	human	cystitis
29385	Staphylococcus saprophyticus strain FDAARGOS_168	Urine	USA:DC	human	cystitis
342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	human urine specimen		human	Urinary tract infection
1296	Staphylococcus sciuri			harmonia axyridis; mosquito; yellowpond turtle; chicken; ungulates; human; potatoes; cattle; Cayenne tick; carnivores; Canis dog; tobacco	Urinary tract infection
1295	Staphylococcus schleiferi strain 1360-13	Skin; Ear	USA: Philadelphia	dog	endocarditis
1286	Staphylococcus simulans strain FDAARGOS_124	Peripheral blood	USA:DC	human	endocarditis
61015	Staphylococcus succinus			spruce budworm; mosquito; bean bug; human	Unknown
1292	Staphylococcus warneri			sweet almond; mosquito; chicken; human; house fly; pig; cattle; eudicots; barrel medic; maize; glaucous tobacco	infection
522373	Stenotrophomonas maltophilia K279a	blood infection		human	Bacteraemia; meningitis; wound infection; UTI; pneumonia
40324	Stenotrophomonas maltophilia strain ISMMS2R	blood	USA: New York; NY	human	Bacteraemia; meningitis; wound infection; UTI; pneumonia
40324	Stenotrophomonas maltophilia strain ISMMS3	blood	USA: New York; NY	human	Bacteraemia; meningitis; wound infection; UTI; pneumonia
519441	Streptobacillus moniliformis DSM 12112	case of rat bite fever		human	Rat bite fever
1326	Streptococcus acidominimus			human	Pneumonia; pericarditis; meningitis
1417990	Streptococcus agalactiae 138	kidney of diseased fish		fishes	infections
208435	Streptococcus agalactiae 2603V/R			human	Septicemia; Pneumonia; Meningitis
205921	Streptococcus agalactiae A909			human	Septicemia; Pneumonia; Meningitis
1427374	Streptococcus agalactiae CNCTC 10/84		USA: Atlanta; GA	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1203670	Streptococcus agalactiae GD201008-001	tilapia	China	fishes	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1318615	Streptococcus agalactiae ILRI112	milk of camel from Kenya		camel	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
211110	Streptococcus agalactiae NEM316	case of fatal septicemia		human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1311	Streptococcus agalactiae	human clinical samples	USA: Salinas; California; Brazil:Rio de Janeiro; China: Guangxi Province; Canada: Greater Toronto Area; Singapore; USA: Houston; USA: San Antonio	human, dog, fishes	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1328	Streptococcus anginosus strain J4211	Hospital isolate	USA: San Antonio	human	Abscess
113107	Streptococcus australis			human	meningitis
1335	Streptococcus bovis			cattle; human	endocarditis
1329	Streptococcus canis			human; cats; cattle; carnivores; Canis dog	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
76860	Streptococcus constellatus	feces		human	Abscesses; bacteraemia; endocarditis; pharyngitis
45634	Streptococcus cristatus	human throat and oral cavity	UK	human	Bacteraemia; endocarditis; wound infection
1317	Streptococcus downei			human	Unknown
663954	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
486410	Streptococcus dysgalactiae subsp. equisimilis GGS_124			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
553482	Streptococcus equi subsp. equi 4047				Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
40041	Streptococcus equi subsp. zooepidemicus			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1051072	Streptococcus equi subsp. zooepidemicus ATCC 35246	dead pig in Sichuan province; China	China: Sichuan province	pig	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1403449	Streptococcus equi subsp. zooepidemicus CY		China: Nanjing	pig	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1335	Streptococcus equinus			whales; cattle; human	Endocarditis; CAPD peritonitis
637909	Streptococcus gallolyticus UCN34	patient		human	Endocarditis; CAPD peritonitis
467705	Streptococcus gordonii str. Challis substr. CH1			human	Bacteraemia; endocarditis; wound infection
1302	Streptococcus gordonii strain KCOM 1506 (= ChDC B679)	Acute pulpitis	Korea: Gwangju	human	Bacteraemia; endocarditis; wound infection
68892	Streptococcus infantis	human clinical samples	Japan	human	Endocarditis; CAPD peritonitis
1318633	Streptococcus iniae SF1		China	Fish	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1338	Streptococcus intermedius strain KCOM 1545 (= ChDC B718)	endodontic infection	South Korea: Gwangju	human	infection
33040	Streptococcus milleri			human	infection
365659	Streptococcus mitis B6	hospital	Germany: Bochum	human	Bacteraemia; endocarditis; wound infection
28037	Streptococcus mitis strain KCOM 1350 (=ChDC B183)	Mandibular osteomyelitis	Korea: Gwangju	human	Bacteraemia; endocarditis; wound infection
28037	Streptococcus mitis strain SVGS_061	blood	USA: Houston; Texas; MD Anderson Cancer Center	human	Bacteraemia; endocarditis; wound infection
1198676	Streptococcus mutans GS-5			human	Dental caries
1155071	Streptococcus mutans LJ23			human	Dental caries
511691	Streptococcus mutans NN2025		Japan	human	Dental caries; Endocarditis
210007	Streptococcus mutans UA159	child with active dental caries		human	Dental caries
1303	Streptococcus oralis			human	Bacteraemia; endocarditis; wound infection
1318	Streptococcus parasanguinis	human clinical samples		human	Bacteraemia; endocarditis; wound infection
197614	Streptococcus pasteurianus	blood		human	septicemia
68891	Streptococcus peroris	human clinical samples		human	infection
189423	Streptococcus pneumoniae 670-6B	Spain	Spain	human	Pneumonia
488221	Streptococcus pneumoniae 70585			human	Pneumonia
574093	Streptococcus pneumoniae AP200	the cerebrospinal fluid of a patient with meningitis	Italy	human	Pneumonia
561276	Streptococcus pneumoniae ATCC 700669			human	Pneumonia; Meningitis; Bacteremia
516950	Streptococcus pneumoniae CGSP14			human	Pneumonia
373153	Streptococcus pneumoniae D39	strain D39		human	Pneumonia
512566	Streptococcus pneumoniae G54	respiratory sample	Genova Italy	human	Pneumonia
487214	Streptococcus pneumoniae Hungary19A-6			human	Pneumonia
488222	Streptococcus pneumoniae JJA			human	Pneumonia
488223	Streptococcus pneumoniae P1031			human	Pneumonia
525381	Streptococcus pneumoniae TCH8431/19A			human	Pneumonia
170187	Streptococcus pneumoniae TIGR4	the blood of a 30 year old male patient	Kongsvinger; Norway	human	Pneumonia; Meningitis; Bacteremia; Sinusitis; Otitis media; Conjunctivitis
487213	Streptococcus pneumoniae Taiwan19F-14			human	Pneumonia
1054460	Streptococcus pseudopneumoniae IS7493	sputum of a patient with human immunodeficiency virus (HIV) who had documented pneumonia	Canada: Ontario	human	Pneumonia
1235829	Streptococcus pyogenes A20	Necrotizing fasciitis patient	Tainan Provincial Hospital ROC	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
487215	Streptococcus pyogenes Alab49	impetigo lesion	USA: Alabama	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1048264	Streptococcus pyogenes HKU QMH11M0907901	blood from scarlet fever outbreak	China: Hong Kong	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1150773	Streptococcus pyogenes JRS4			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1207470	Streptococcus pyogenes M1 476	streptococcal toxic shock syndrome case (STSS) during pregnancy		human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
160490	Streptococcus pyogenes M1 GAS	patient with a wound infection		human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1314	Streptococcus pyogenes M23ND		Japan	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
286636	Streptococcus pyogenes MGAS10394	child with pharyngitis	Pennsilvania	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1010840	Streptococcus pyogenes MGAS1882			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
471876	Streptococcus pyogenes NZ131	patient with acute glomerulonephritis		human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
193567	Streptococcus pyogenes SSI-1	toxic-shock patient	Japan	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1437008	Streptococcus pyogenes STAB1102			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1440772	Streptococcus pyogenes STAB901			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1437007	Streptococcus pyogenes STAB902			human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
160491	Streptococcus pyogenes str. Manfredo	patient	USA: Chicago	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1314	Streptococcus pyogenes	human clinical samples	Canada:Ontario; France; USA:DC; Czech Republic:Prague; Hong Kong; USA: St. Louis; MO; USA: Ann Arbor; MI; Japan: Hikone-shi	human	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis
1304	Streptococcus salivarius strain JF	oral	China: Xintai	human	Bacteraemia; endocarditis; wound infection
388919	Streptococcus sanguinis SK36	human dental plaque		human	Endocarditis
1305	Streptococcus sanguinis strain 2908	human throat	Norway	human	Bacteraemia; endocarditis; wound infection
176090	Streptococcus sinensis	blood		human	endocarditis
1310	Streptococcus sobrinus			human	Dental caries; endocarditis
1702171	Streptococcus sp. FDAARGOS_146	Vaginal swab	USA: DC	human	infections
1316409	Streptococcus sp. HSISB1	ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on Mitis-salivarius agar	Netherlands	human	infections
1316408	Streptococcus sp. HSISM1	ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on Mitis-salivarius agar	Netherlands	human	infections
1316410	Streptococcus sp. HSISS1	ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on Mitis-salivarius agar	Netherlands	human	infections
1316411	Streptococcus sp. HSISS2	ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on Mitis-salivarius agar	Netherlands	human	infections
1316412	Streptococcus sp. HSISS3	ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on Mitis-salivarius agar	Netherlands	human	infections
1156431	Streptococcus sp. I-G2	ileal fluid	South Korea	human	infections
1156433	Streptococcus sp. I-P16	ileal fluid	South Korea	human	infections
1419814	Streptococcus sp. VT 162	saliva of patient with ALL		human	infections
712633	Streptococcus sp. oral taxon 431		USA: Bethesda; MD	human	infections
391295	Streptococcus suis 05ZYH33			human	Meningitis; Endocarditis; Septicemia; Arthritis
1214179	Streptococcus suis 6407	pig	Denmark	pig	Meningitis; Endocarditis; Septicemia; Arthritis
391296	Streptococcus suis 98HAH33			human	Meningitis; Endocarditis; Septicemia; Arthritis
568814	Streptococcus suis BM407	clinical isolate		human	Meningitis; Arthritis; Pneumonia
423211	Streptococcus suis GZ1			human	Meningitis; Arthritis; Pneumonia
218494	Streptococcus suis P1/7			human	Meningitis; Endocarditis; Septicemia; Arthritis
1246365	Streptococcus suis SC070731			pig	Meningitis
568813	Streptococcus suis SC84	clinical isolate		human	Meningitis; Arthritis; Pneumonia
1276647	Streptococcus suis TL13		China	pig	Meningitis; Arthritis; Pneumonia
1380773	Streptococcus suis YB51			pig	Meningitis; Arthritis; Pneumonia
1307	Streptococcus suis	Ziyang City	China: Ziyang City; Sichuan Province; Canada	pig	Meningitis; Arthritis; Pneumonia
218495	Streptococcus uberis 0140J	clinical bovine mastitis case		cattle	Mastitis
1343	Streptococcus vestibularis	human oral cavity	UK	human; eastern bluebird	Bacteraemia; endocarditis; wound infection
680198	Streptomyces scabiei 87.22			plants	Scab disease
40545	Sutterella wadsworthensis	appendiceal and peritoneal fluid specimens	USA	human	Appendicitis; peritonitis; abscesses; osteomyelitis
13276	Suttonella indologenes			human	Endocarditis; eye infection
651822	Synergistetes bacterium SGP1			human	periodontitis
203275	Tannerella forsythia ATCC 43037	human periodontal pocket	Massachusetts	human	Periodontitis
466	Tatlockia maceachernii (Legionella)			human	pneumonia
451	Tatlockia micdadei	lung tissue		human	pneumonia
82987	Tatumella ptyseos	human clinical samples	United States; Canada; Puerto Rico	human; wine grape; ducks	Bacteraemia; UTI
1091495	Taylorella asinigenitalis 14/45	3 year old Ardennes stallion; pre-breeding tests	Sweden	ungulates	CEM;
1008459	Taylorella asinigenitalis MCE3	donkey jack; genital tract	France: stud farm in the Loir-et-Cher	Donkey	metritis
1091497	Taylorella equigenitalis 14/56	stallion; pre-export checks	United Arab Emirates	ungulates	CEM;
743973	Taylorella equigenitalis ATCC 35865			ungulates	Contagious equine metritis
669041	Tenacibaculum dicentrarchi strain AY7486TD	skin lesion	Chile:Aysen	Atlantic Salmon; Atlantic salmon	Tenacibaculosis
377629	Teredinibacter turnerae T7901	the gills of the wood-boring mollusc (Bivalvia:Teredinidae) and may potentially be useful		shipworms; bivalves	Unknown
217202	terrahaemophilus aromaticivorans	petroleum sludge		human	oral species
586416	Terribacillus aidingensis strain MP602	Cryptomeria fortunei	China: Lin'An	Cryptomeria fortunei	Unknown
269800	Thermobifida fusca YX			human	Shiitake mushroom dermatitis; Farmer's lung disease disease
391009	Thermosipho melanesiensis BI429	the gills of Bathymodiolus brevior; a deep-seamussel		Bivalve; Bathymodiolus brevior	Unknown
59892	Treponema amylovorum	human periodontal lesion	Switzerland	human	periodontitis
157	Treponema carateum			human	Syphilis
243275	Treponema denticola ATCC 35405	human periodontal pocket		human	Periodontitis
53418	Treponema lecithinolyticum	deep periodontal lesions	Switzerland	human	peridontitis
51160	Treponema maltophilum	human periodontal lesions	Switzerland	human	peridontitis
58231	Treponema medium	human subgingival dental plaque.	Japan	human	peridontitis
455434	Treponema pallidum subsp. pallidum SS14	patient with secondary syphilis		human	Syphilis
666714	Treponema pallidum subsp. pallidum str. Chicago			human	Syphilis
686990	Treponema pallidum subsp. pallidum str. Mexico A			human	Syphilis
243276	Treponema pallidum subsp. pallidum str. Nichols	neurosyphilitic patient		human	Syphilis
1095955	Treponema pallidum subsp. pallidum str. Sea 81-4			human	syphilis
545776	Treponema paraluiscuniculi Cuniculi A			rabbits; human	Rabbit syphilis
221027	Treponema putidum	human clinical samples	Switzerland	human	periodontitis and acute necrotizing ulcerative gingivitis
53419	Treponema socranskii			human	periodontitis
69710	Treponema vincentii			human	periodontitis
218496	Tropheryma whipplei TW08/27	the cerebrospinal fluid a woman who had suffered severe weight loss	Germany	human	Whipple's disease
203267	Tropheryma whipplei str. Twist			human	Whipple's disease
42777	Tsukamurella inchonensis			human	infection
2061	Tsukamurella paurometabola			human	infection
47312	Tsukamurella pulmonis			human	infection
57704	Tsukamurella tyrosinosolvens			bees; human; cytisus scoparius	infection
1661	Trueperella pyogenes	animals	China:chongqing; USA: New York	whales; wisent; ungulates; human; black-tailed gazelle; Naemorhedus goral; pig; cattle; white-tailed deer	sepsis
42094	Ureaplasma diversum strain ATCC 49782	Female bovine urogenital tract	Canada: Ontario	cattle	placentitis; fetal alveolitis; abortion
505682	Ureaplasma parvum serovar 3 str. ATCC 27815			human	Urinary tract infection; respritory tract infection
273119	Ureaplasma parvum serovar 3 str. ATCC 700970		Denmark: Aarhus	human	Urinary tract infection; respritory tract infection
565575	Ureaplasma urealyticum serovar 10 str. ATCC 33699			human	Urinary tract infection; respritory tract infection
