superkingdom	phylum	class	order	family	year	status	reference	name	taxid
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	1920	established	Taylor et al	Orientia tsutsugamushi	784
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	1920	established	Taylor et al	Rickettsia typhi	785
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	1920	established	Taylor et al	Shigella sonnei	624
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1921	established	Taylor et al	Borrelia venezuelensis	1653839
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	1921	established	"Rousée, J. M., et al. ""Dialister pneumosintes associated with human brain abscesses."" Journal of clinical microbiology 40.10 (2002): 3871-3873."	Dialister pneumosintes	39950
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	1921	established	Taylor et al	Haemophilus ducreyi	730
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	1921	established	Taylor et al	Prevotella melaninogenica	28132
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	1922	established	"Francis, Michelle J., et al. ""Curtobacterium flaccumfaciens septic arthritis following puncture with a Coxspur Hawthorn thorn."" Journal of clinical microbiology 49.7 (2011): 2759-2760."	Curtobacterium flaccumfaciens	2035
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	1922	established	Taylor et al	Fusobacterium nucleatum	851
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	1922	established	Taylor et al	Haemophilus parainfluenzae	729
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1922	established	Taylor et al	Streptococcus acidominimus	1326
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	1923	established	Taylor et al	Bordetella pertussis	520
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	1923	established	Taylor et al	Corynebacterium bovis	36808
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	1923	established	Taylor et al	Eubacterium tenue	
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	1923	established	Taylor et al	Haemophilus haemolyticus	726
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	1923	established	Taylor et al	Mycobacterium chelonae	
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	1923	established	Taylor et al	Neisseria flava	34026
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	1923	established	Taylor et al	Neisseria perflava	33053
Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	1923	established	Taylor et al	Prescottia equi	43767
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	1923	established	"Harvey, Roger L., and James C. Sunstrum. ""Rhodococcus equi Infection in Patients with and without Human Immunodificiency Virus Infection."" Reviews of infectious diseases 13.1 (1991): 139-145."	Rhodococcus equi	
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	1924	established	Taylor et al	Nocardia otitidiscaviarum	1823
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1924	established	Taylor et al	Streptococcus constellatus	76860
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1924	established	Taylor et al	Streptococcus mutans	1309
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	1925	established	"Rubinstein, Ethan, Andrew B. Onderdonk, and James J. Rahal Jr. ""Perhonsillar infection and bacteremia caused by Fusobacterium gonidiaformans."" Journal of Pediatrics 85.5 (1974): 673-675."	Fusobacterium gonidiaformans	849
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	1925	established	Taylor et al	Streptobacillus moniliformis	34105
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1925	established	Taylor et al	Streptococcus intermedius	1338
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1926	established	Taylor et al	Borrelia hispanica	40835
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	1926	established	Taylor et al	Delftia acidovorans	80866
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	1926	putative	"Keynan, Yoav, Gabriel Weber, and Hannah Sprecher. ""Molecular identification of Exiguobacterium acetylicum as the aetiological agent of bacteraemia."" Journal of medical microbiology 56.4 (2007): 563-564."	Exiguobacterium acetylicum	41170
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	1926	established	Taylor et al	Listeria monocytogenes	1639
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	1926	established	Taylor et al	Mycobacterium marinum	1781
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	1927	established	Taylor et al	Clostridium sordellii	
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	1927	established	Taylor et al	Corynebacterium ulcerans	65058
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	1927	established	Taylor et al	Nocardia transvalensis	37333
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	1928	established	Taylor et al	Citrobacter freundii	546
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	1928	established	Taylor et al	Pseudomonas alcaligenes	
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	1928	established	Taylor et al	Rhodococcus erythropolis	1833
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	1929	established	Taylor et al	Chryseobacterium balustinum	246
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	1929	established	Taylor et al	Myroides odoratus	256
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	1930	established	"Saikku, P. S. M. E. E. J., et al. ""An epidemic of mild pneumonia due to an unusual strain of Chlamydia psittaci."" Journal of Infectious Diseases 151.5 (1985): 832-839."	Chlamydia psittaci	83554
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	1930	established	Taylor et al	Chlamydophila psittaci	83554
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	1930	established	Taylor et al	Neisseria flavescens	484
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	1930	established	Taylor et al	Peptococcus niger	2741
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	1931	established	Taylor et al	Campylobacter jejuni	197
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	1931	established	"Grohskopf, Lisa A., et al. ""Serratia liquefaciens bloodstream infections from contamination of epoetin alfa at a hemodialysis center."" New England Journal of Medicine 344.20 (2001): 1491-1497."	Serratia liquefaciens	614
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	1932	established	Taylor et al	Mannheimia haemolytica	75985
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	1932	established	Taylor et al	Rickettsia conorii	781
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1932	established	"Hughes, James M., et al. ""Human infections due to Streptococcus dysgalactiae subspecies equisimilis."" Clinical Infectious Diseases 49.5 (2009): 766-772."	Streptococcus dysgalactiae	1334
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1932	established	Taylor et al	Streptococcus uberis	1349
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	1932	putative	"Ai, Lu, et al. ""Chronic suppurative otitis media due to Streptomyces cacaoi, the second case report in human infection."" BMC Infectious Diseases 20.1 (2020): 1-4."	Streptomyces cacaoi	1898
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	1933	putative	"García-Tornel, S., et al. ""Bacteroides coagulans osteoarthritis."" The Pediatric Infectious Disease Journal 2.6 (1983): 472-474."	Bacteroides coagulans	46507
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	1933	established	Taylor et al	Bacteroides distasonis	823
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	1933	established	Taylor et al	Bacteroides ovatus	28116
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	1933	established	Taylor et al	Bacteroides uniformis	820
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	1933	established	Taylor et al	Bacteroides vulgatus	
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	1933	established	Taylor et al	Bartonella elizabethae	807
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1933	established	Taylor et al	Borrelia turicatae	142
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	1933	established	Taylor et al 	Finegoldia  magna	
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	1933	established	Taylor et al	Fusobacterium varium	856
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	1933	established	Taylor et al	Gemella morbillorum	29391
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	1933	established	"Al-Tawfiq, Jaffar A. ""Bacteroides (Parabacteroides) distasonis splenic abscess in a sickle cell patient."" Internal Medicine 47.1 (2008): 69-72."	Parabacteroides distasonis	823
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	1933	established	"Gomez, Carlos A., et al. ""First case of infectious endocarditis caused by Parvimonas micra."" Anaerobe 36 (2015): 53-55."	Parvimonas micra	33033
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	1935	established	Taylor et al	Chlamydia trachomatis	813
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	1935	established	Taylor et al	Clostridioides difficile	1496
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	1935	established	Taylor et al	Collinsella aerofaciens	74426
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	1935	established	Taylor et al	Cutibacterium avidum	33010
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	1935	established	Taylor et al	Eggerthella lenta	84112
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	1935	established	"Kordjian, Hayarpi H., et al. ""First clinical description of Eggerthia catenaformis bacteremia in a patient with dental abscess."" Anaerobe 35 (2015): 38-40."	Eggerthia catenaformis	31973
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	1935	established	"Perez, Miriam, et al. ""Human infection with Ehrlichia canis accompanied by clinical signs in Venezuela."" Annals of the New York Academy of Sciences 1078.1 (2006): 110-117."	Ehrlichia canis	944
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	1935	established	Taylor et al	Eubacterium limosum	1736
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	1935	established	"Panagea, Stavroula, et al. ""Breast abscess caused by Propionibacterium avidum following breast reduction surgery: case report and review of the literature."" Journal of Infection 51.5 (2005): e253-e255."	Propionibacterium avidum	33010
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	1936	established	Taylor et al	Aeromonas caviae	648
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	1936	established	Taylor et al	Rhodococcus fascians	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	1936	established	"Del Gigia-Aguirre, L., et al. ""First description of wound infection with Vibrio harveyi in Spain."" New microbes and new infections 19 (2017): 15."	Vibrio harveyi	669
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	1937	putative	"Marvaud, Jean-Christophe, Francine Mory, and Thierry Lambert. ""Clostridium clostridioforme and Atopobium minutum clinical isolates with vanB-type resistance in France."" Journal of clinical microbiology 49.9 (2011): 3436-3438."	Atopobium minutum	1381
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	1937	established	"Van Dyke, T. E., et al. ""Refractory Periodontitis: Mixed Infection with Bacteroides gingivalis and Other Unusual Bacteroides Species: A Case Report."" Journal of periodontology 59.3 (1988): 184-189."	Bacteroides zoogleoformans	28119
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	1937	established	Taylor et al	Enterococcus durans	53345
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	1937	established	Taylor et al	Eubacterium rectale	
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	1937	established	Taylor et al	Fusobacterium necrophorum	859
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	1937	putative	"Ullrich, Elisabeth, et al. ""Severe forefoot infection complicated by Fusobacterium russii."" Anaerobe 42 (2016): 162-165."	Fusobacterium russii	854
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	1937	established	Taylor et al	Moraxella bovis	476
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	1937	established	Taylor et al	Prevotella zoogleoformans	28119
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	1938	established	Taylor et al	Actinomyces meyeri	
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	1938	established	Taylor et al	Bordetella parapertussis	519
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	1938	established	Taylor et al	Clostridium baratii	1561
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	1938	established	Taylor et al	Cutibacterium granulosum	33011
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	1938	established	"Lee, Mi Ra, et al. ""Brain abscess due to Gemella haemolysans."" Journal of clinical microbiology 42.5 (2004): 2338-2340."	Gemella haemolysans	1379
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	1938	established	Taylor et al	Mycobacterium fortuitum	1766
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	1938	established	"Branger, C. A. T. H. E. R. I. N. E., B. É. A. T. R. I. C. E. Bruneau, and P. H. I. L. I. P. P. E. Goullet. ""Septicemia caused by Propionibacterium granulosum in a compromised patient."" Journal of clinical microbiology 25.12 (1987): 2405-2406."	Propionibacterium granulosum	
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	1939	putative	Antoniou S, Dimitriadis A, Polydorou F, Malaka E: Brevibacterium iodinum peritonitis associated with acute urticaria in a CAPD patient. Perit Dial Int 1997; 17: 614–615.	Brevibacterium iodinum	31943
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	1939	established	Taylor et al	Coxiella burnetii	777
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	1939	established	Taylor et al	Treponema carateum	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	1939	established	Taylor et al	Yersinia enterocolitica	630
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	1940	established	Taylor et al	Acinetobacter lwoffii	28090
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	1940	established	Taylor et al	Campylobacter sputorum	206
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	1940	established	Taylor et al	Haemophilus aphrophilus	732
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	1940	established	Taylor et al	Serratia rubidaea	61652
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	1940	established	Taylor et al	Staphylococcus saprophyticus	29385
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1941	established	Taylor et al	Borrelia latyschewii	1027767
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	1941	established	Taylor et al	Dichelobacter nodosus	870
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	1941	established	Taylor et al	Ruminococcus productus	33035
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	1941	established	Taylor et al	Tsukamurella paurometabola	2061
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1942	established	Taylor et al	Borrelia hermsii	140
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1942	established	Taylor et al	Borrelia parkeri	141
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	1942	established	Taylor et al	Pseudoramibacter alactolyticus	113287
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Kytococcaceae	1944	established	"Ertam, I., Derya Aytimur, and S. E. Yuksel. ""Isolation of Kytococcus sedentarius from a case of pitted keratolysis."" Ege Tip Dergisi 44 (2005): 117-8."	Kytococcus sedentarius	1276
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	1944	established	Taylor et al	Providencia alcalifaciens	126385
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1945	established	Taylor et al	Borrelia caucasica	1653833
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	1946	established	Taylor et al	Arcanobacterium haemolyticum	28264
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	1946	established	Taylor et al	Rickettsia akari	786
