superkingdom	phylum	class	order	family	year	status	reference	name	taxid
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	2002	putative	"Vandamme, Peter, et al. ""Burkholderia anthina sp. nov. and Burkholderia pyrrocinia, two additional Burkholderia cepacia complex bacteria, may confound results of new molecular diagnostic tools."" FEMS Immunology & Medical Microbiology 33.2 (2002): 143-149."	Burkholderia anthina	179879
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2002	putative	"Yassin, A. F., U. Steiner, and W. Ludwig. ""Corynebacterium appendicis sp. nov."" International journal of systematic and evolutionary microbiology 52.4 (2002): 1165-1169."	Corynebacterium appendicis	163202
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2002	established	"Yassin, A. F., U. Steiner, and W. Ludwig. ""Corynebacterium aurimucosum sp. nov. and emended description of Corynebacterium minutissimum Collins and Jones (1983)."" International journal of systematic and evolutionary microbiology 52.3 (2002): 1001-1005."	Corynebacterium aurimucosum	169292
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	2002	established	"Buya, Yoko, et al. ""First case report of bacteremia caused by Dysgonomonas mossii."" Anaerobe 54 (2018): 111-114."	Dysgonomonas mossii	163665
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	2002	putative	"Tyrrell, Gregory J., et al. ""Enterococcus gilvus sp. nov. and Enterococcus pallens sp. nov. isolated from human clinical specimens."" Journal of clinical microbiology 40.4 (2002): 1140-1145."	Enterococcus gilvus	160453
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	2002	putative	"Tyrrell, Gregory J., et al. ""Enterococcus gilvus sp. nov. and Enterococcus pallens sp. nov. isolated from human clinical specimens."" Journal of clinical microbiology 40.4 (2002): 1140-1145."	Enterococcus pallens	160454
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	2002	established	"Fox, James G., et al. ""Helicobacter canadensis sp. nov. isolated from humans with diarrhea as an example of an emerging pathogen."" Journal of Clinical Microbiology 38.7 (2000): 2546-2549."	Helicobacter canadensis	123841
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	2002	established	"Elsayed, Sameer, and Kunyan Zhang. ""Human infection caused by Clostridium hathewayi."" Emerging infectious diseases 10.11 (2004): 1950."	Hungatella hathewayi	154046
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	2002	established	"Coenye, Tom, et al. ""Characterization of unusual bacteria isolated from respiratory secretions of cystic fibrosis patients and description of Inquilinus limosus gen. nov., sp. nov."" Journal of clinical microbiology 40.6 (2002): 2062-2069."	Inquilinus limosus	171674
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Kytococcaceae	2002	established	"Becker, Karsten, et al. ""Kytococcus schroeteri sp. nov., a novel Gram-positive actinobacterium isolated from a human clinical source."" International Journal of Systematic and Evolutionary Microbiology 52.5 (2002): 1609-1614."	Kytococcus schroeteri	138300
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	2002	established	"Yuen, Kwok-Yung, et al. ""Laribacter hongkongensis gen. nov., sp. nov., a novel gram-negative bacterium isolated from a cirrhotic patient with bacteremia and empyema."" Journal of clinical microbiology 39.12 (2001): 4227-4232."	Laribacter hongkongensis	168471
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2002	established	"De Martino, S. J., et al. ""Peripartum bacteremias due to Leptotrichia amnionii and Sneathia sanguinegens, rare causes of fever during and after delivery."" Journal of clinical microbiology 42.12 (2004): 5940-5943."	Leptotrichia amnionii	187101
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2002	established	"Tee, W., et al. ""Bacteremia due to Leptotrichia trevisanii sp. nov."" European journal of clinical microbiology & infectious diseases 20.11 (2001): 765-769."	Leptotrichia trevisanii	109328
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	2002	putative	"Nakazawa, Futoshi, et al. ""Taxonomic characterization of Mogibacterium diversum sp. nov. and Mogibacterium neglectum sp. nov., isolated from human oral cavities."" International journal of systematic and evolutionary microbiology 52.1 (2002): 115-122."	Mogibacterium diversum	114527
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	2002	putative	"Nakazawa, Futoshi, et al. ""Taxonomic characterization of Mogibacterium diversum sp. nov. and Mogibacterium neglectum sp. nov., isolated from human oral cavities."" International journal of systematic and evolutionary microbiology 52.1 (2002): 115-122."	Mogibacterium neglectum	114528
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2002	putative	"Torkko, Pirjo, et al. ""Mycobacterium palustre sp. nov., a potentially pathogenic, slowly growing mycobacterium isolated from clinical and veterinary specimens and from Finnish stream waters."" International journal of systematic and evolutionary microbiology 52.5 (2002): 1519-1525."	Mycobacterium palustre	153971
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2002	putative	"Richter, Elvira, et al. ""Mycobacterium holsaticum sp. nov."" International journal of systematic and evolutionary microbiology 52.6 (2002): 1991-1996."	Mycobacterium holsaticum	152142
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2002	putative	"Turenne, Christine, et al. ""Mycobacterium lacus sp. nov., a novel slowly growing, non-chromogenic clinical isolate."" International journal of systematic and evolutionary microbiology 52.6 (2002): 2135-2140."	Mycobacterium lacus	169765
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2002	putative	"Luong, Minh-Son, et al. ""Pyoderma vegetans in a renal transplant recipient: first case of human infection with Nocardia vinacea."" Transplantation 87.12 (2009): 1898-1899."	Nocardia vinacea	96468
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2002	established	"Bosshard, Philipp P., Reinhard Zbinden, and Martin Altwegg. ""Paenibacillus turicensis sp. nov., a novel bacterium harbouring heterogeneities between 16S rRNA genes."" International Journal of Systematic and Evolutionary Microbiology 52.6 (2002): 2241-2249."	Paenibacillus turicensis	160487
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	2002	established	"Dabboussi, Fouad, et al. ""Pseudomonas mosselii sp. nov., a novel species isolated from clinical specimens."" International Journal of Systematic and Evolutionary Microbiology 52.2 (2002): 363-376."	Pseudomonas mosselii	78327
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2002	established	"Deschaght, Pieter, et al. ""Psychrobacter isolates of human origin, other than Psychrobacter phenylpyruvicus, are predominantly Psychrobacter faecalis and Psychrobacter pulmonis, with emended description of P. faecalis."" International journal of systematic and evolutionary microbiology 62.Pt_3 (2012): 671-674."	Psychrobacter faecalis	180588
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	2002	established	"Raoult, Didier, et al. ""First documented human Rickettsia aeschlimannii infection."" Emerging infectious diseases 8.7 (2002): 748."	Rickettsia aeschlimannii 	
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2002	established	"Downes, Julia, et al. ""Shuttleworthia satelles gen. nov., sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 52.5 (2002): 1469-1475."	Shuttleworthia satelles	177972
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2002	established	"Collins, Matthew D., et al. ""Characterization of some Strains from Human Clinical Sources which resemble “Leptotrichia sanguinegens”: Description of Sneathia sanguinegens sp. nov., gen. nov."" Systematic and applied microbiology 24.3 (2001): 358-361."	Sneathia sanguinegens	40543
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	2002	established	"Loïez, Caroline, et al. ""First case of osteomyelitis caused by “Staphylococcus pettenkoferi”."" Journal of clinical microbiology 45.3 (2007): 1069-1071."	Staphylococcus pettenkoferi 	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2002	putative	"Balm, Michelle ND, et al. ""Streptococcus gallinaceus bacteraemia in an abattoir worker presenting with a febrile illness."" Journal of medical microbiology 55.7 (2006): 957-959."	Streptococcus gallinaceus	165758
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2002	putative	"Alex, D., D. F. Garvin, and S. M. Peters. ""Streptococcus pasteurianus septicemia."" Indian journal of medical microbiology 31.3 (2013): 310."	Streptococcus pasteurianus	197614
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2002	established	"Woo, Patrick CY, et al. ""Streptococcus sinensis sp. nov., a novel species isolated from a patient with infective endocarditis."" Journal of Clinical Microbiology 40.3 (2002): 805-810."	Streptococcus sinensis	176090
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	2002	putative	"Kattar, Mireille M., et al. ""Tsukamurella strandjordae sp. nov., a proposed new species causing sepsis."" Journal of clinical microbiology 39.4 (2001): 1467-1476."	Tsukamurella strandjordae	
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	2002	putative	"Bosshard, Philipp P., Reinhard Zbinden, and Martin Altwegg. ""Turicibacter sanguinis gen. nov., sp. nov., a novel anaerobic, Gram-positive bacterium."" International journal of systematic and evolutionary microbiology 52.4 (2002): 1263-1266."	Turicibacter sanguinis	154288
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2003	putative	"Coenye, Tom, et al. ""Achromobacter insolitus sp. nov. and Achromobacter spanius sp. nov., from human clinical samples."" International Journal of Systematic and Evolutionary Microbiology 53.6 (2003): 1819-1824."	Achromobacter insolitus	217204
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2003	putative	"Coenye, Tom, et al. ""Achromobacter insolitus sp. nov. and Achromobacter spanius sp. nov., from human clinical samples."" International Journal of Systematic and Evolutionary Microbiology 53.6 (2003): 1819-1824."	Achromobacter spanius	217203
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2003	established	"Nemec, Alexandr, et al. ""Acinetobacter parvus sp. nov., a small-colony-forming species isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1563-1567."	Acinetobacter parvus	134533
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2003	established	"Hall, Val, et al. ""Actinobaculum urinale sp. nov., from human urine."" International Journal of Systematic and Evolutionary Microbiology 53.3 (2003): 679-682."	Actinobaculum urinale	190146
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2003	established	"Hall, Val, et al. ""Actinomyces cardiffensis sp. nov. from human clinical sources."" Journal of clinical microbiology 40.9 (2002): 3427-3431."	Actinomyces cardiffensis	181487
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2003	putative	"Hall, Val, et al. ""Actinomyces oricola sp. nov., from a human dental abscess."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1515-1518."	Actinomyces oricola	206043
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2003	putative	"Yassin, A. F., et al. ""Dissection of the genus Actinobaculum: reclassification of Actinobaculum schaalii Lawson et al. 1997 and Actinobaculum urinale Hall et al. 2003 as Actinotignum schaalii gen. nov., comb. nov. and Actinotignum urinale comb. nov., description of Actinotignum sanguinis sp. nov. and emended descriptions of the genus Actinobaculum and Actinobaculum suis; and re-examination of the culture deposited as Actinobaculum massiliense CCUG 47753T (= DSM 19118T), revealing that it does not represent a strain of this ...."" International journal of systematic and evolutionary microbiology 65.Pt_2 (2015): 615-624."	Actinotignum urinale	190146
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	2003	established	"Rautio, Merja, et al. ""Reclassification of Bacteroides putredinis (Weinberg et al., 1937) in a new genus Alistipes gen. nov., as Alistipes putredinis comb. nov., and description of Alistipes finegoldii sp. nov., from human sources."" Systematic and applied microbiology 26.2 (2003): 182-188."	Alistipes finegoldii	214856
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	2003	putative	"Barton, Cassie, et al. ""687: BREVIBACTERIUM LUTEOLUM BACTEREMIA AFTER OPEN CALCANEAL FRACTURE IN AN IMMUNOCOMPETENT PATIENT."" Critical Care Medicine 46.1 (2018): 330."	Brevibacterium luteolum	199591
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	2003	putative	"Wauters, Georges, et al. ""Brevibacterium lutescens sp. nov., from human and environmental samples."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1321-1325."	Brevibacterium lutescens	199591
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	2003	established	"Vandamme, Peter, et al. ""Burkholderia cenocepacia sp. nov.—a new twist to an old story."" Research in Microbiology 154.2 (2003): 91-96."	Burkholderia cenocepacia 	
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	2003	putative	"Carlier, Jean-Philippe, et al. ""First isolation of Clostridium amygdalinum from a patient with chronic osteitis."" Journal of clinical microbiology 44.10 (2006): 3842-3844."	Clostridium amygdalinum	253257
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	2003	established	"Song, Yuli, et al. ""Clostridium bolteae sp. nov., isolated from human sources."" Systematic and applied microbiology 26.1 (2003): 84-89."	Clostridium bolteae	208479
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	2003	established	"Almuzara, Marisa N., et al. ""Intra-abdominal infections due to Comamonas kerstersii."" Journal of clinical microbiology 51.6 (2013): 1998-2000."	Comamonas kerstersii	225992
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	2003	established	"Preiswerk, Benjamin, et al. ""Human infection with Delftia tsuruhatensis isolated from a central venous catheter."" Journal of medical microbiology 60.2 (2011): 246-248."	Delftia tsuruhatensis	180282
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	2003	established	"Downes, J., M. Munson, and W. G. Wade. ""Dialister invisus sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 53.6 (2003): 1937-1940."	Dialister invisus	218538
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2003	established	"Huys, Geert, et al. ""Escherichia albertii sp. nov., a diarrhoeagenic species isolated from stool specimens of Bangladeshi children."" International journal of systematic and evolutionary microbiology 53.3 (2003): 807-810."	Escherichia albertii	208962
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2003	established	"Coenye, Tom, et al. ""Kerstersia gyiorum gen. nov., sp. nov., a novel Alcaligenes faecalis-like organism isolated from human clinical samples, and reclassification of Alcaligenes denitrificans Rüger and Tan 1983 as Achromobacter denitrificans comb. nov."" International Journal of Systematic and Evolutionary Microbiology 53.6 (2003): 1825-1831."	Kerstersia gyiorum	206506
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	2003	putative	"Collins, Matthew D., et al. ""Luteococcus sanguinis sp. nov., isolated from human blood."" International journal of systematic and evolutionary microbiology 53.6 (2003): 1889-1891."	Luteococcus sanguinis	174038
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	2003	putative	"Marchandin, Helene, et al. ""Phylogenetic analysis of some Sporomusa sub-branch members isolated from human clinical specimens: description of Megasphaera micronuciformis sp. nov."" International journal of systematic and evolutionary microbiology 53.2 (2003): 547-553."	Megasphaera micronuciformis 	
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	2003	established	"Miyamoto, Masahito, et al. ""The first case report of peritoneal dialysis related peritonitis caused by Microbacterium paraoxydans."" Clinical nephrology 79.5 (2013): 402-406."	Microbacterium paraoxydans	199592
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2003	established	"Kiers, Albert, et al. ""Transmission of Mycobacterium pinnipedii to humans in a zoo with marine mammals."" The International Journal of Tuberculosis and Lung Disease 12.12 (2008): 1469-1473."	Mycobacterium pinnipedii	194542
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2003	established	"Yassin, A. F., et al. ""Nocardia puris sp. nov."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1595-1599."	Nocardia puris	208602
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2003	putative	"Teng, J. L. L., et al. ""Pseudobacteraemia in a patient with neutropenic fever caused by a novel paenibacillus species: Paenibacillus hongkongensis sp. nov."" Molecular Pathology 56.1 (2003): 29."	Paenibacillus hongkongensis 	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	2003	established	"Funke, Guido, Reinhard Frodl, and Hartmut Sommer. ""First comprehensively documented case of Paracoccus yeei infection in a human."" Journal of clinical microbiology 42.7 (2004): 3366-3368."	Paracoccus yeeii	147645
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	2003	putative	"Woodring, Therese S., and John J. Farrell. ""Pseudomonas poae–Associated Fatal Septic Transfusion Reaction, Peoria, Illinois, USA, 2017."" Emerging infectious diseases 25.8 (2019): 1445."	Pseudomonas poae	200451
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	2003	established	"Coenye, Tom, Peter Vandamme, and John J. LiPuma. ""Ralstonia respiraculi sp. nov., isolated from the respiratory tract of cystic fibrosis patients."" International journal of systematic and evolutionary microbiology 53.5 (2003): 1339-1342."	Ralstonia respiraculi	195930
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	2003	established	"Kim, Yu Kyung, et al. ""Two cases of bacteremia due to Roseomonas mucosa."" Annals of laboratory medicine 36.4 (2016): 367-370."	Roseomonas mucosa	207340
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2003	established	"Hall, Val, et al. ""Characterization of some Actinomyces-like isolates from human clinical sources: description of Varibaculum cambriensis gen. nov., sp. nov."" Journal of clinical microbiology 41.2 (2003): 640-644."	Varibaculum cambriensis	184870
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	2004	putative	"Bonnet, Emilie, et al. ""Actinomadura meyerae osteitis following wound contamination with hay in a woman in France: a case report."" Journal of medical case reports 5.1 (2011): 1-4."	Actinomadura meyerae	240840
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	2004	putative	"Siddig, Emmanuel Edwar, et al. ""Human actinomycetoma caused by Actinomadura mexicana in Sudan: the first report."" Transactions of The Royal Society of Tropical Medicine and Hygiene 115.4 (2021): 406-410."	Actinomadura mexicana	134959
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2004	putative	"Woo, Patrick CY, et al. ""Actinomyces hongkongensis sp. nov.–a novel Actinomyces species isolated from a patient with pelvic actinomycosis."" Systematic and applied microbiology 26.4 (2003): 518-522."	Actinomyces hongkongensis	178339
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	2004	putative	"Huang, Ying, et al. ""Amycolatopsis palatopharyngis sp. nov., a potentially pathogenic actinomycete isolated from a human clinical source."" International journal of systematic and evolutionary microbiology 54.2 (2004): 359-363."	Amycolatopsis palatopharyngis	187982
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	2004	established	"Wauters, Georges, et al. ""Identification of a novel Brevibacterium species isolated from humans and description of Brevibacterium sanguinis sp. nov."" Journal of clinical microbiology 42.6 (2004): 2829-2832."	Brevibacterium sanguinis	232444
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	2004	established	"Vermis, Karen, et al. ""Proposal to accommodate Burkholderia cepacia genomovar VI as Burkholderia dolosa sp. nov."" International journal of systematic and evolutionary microbiology 54.3 (2004): 689-691."	Burkholderia dolosa	152500
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	2004	putative	"Chua, Kyra, et al. ""Campylobacter insulaenigrae causing septicaemia and enteritis."" Journal of medical microbiology 56.11 (2007): 1565-1567."	Campylobacter insulaenigrae	260714
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	2004	established	"Han, Xiang Y., et al. ""Endocarditis with ruptured cerebral aneurysm caused by Cardiobacterium valvarum sp. nov."" Journal of clinical microbiology 42.4 (2004): 1590-1595."	Cardiobacterium valvarum	194702
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2004	established	"Shukla, Sanjay K., et al. ""Corynebacterium nigricans sp. nov.: proposed name for a black-pigmented Corynebacterium species recovered from the human female urogenital tract."" Journal of clinical microbiology 41.9 (2003): 4353-4358."	Corynebacterium nigricans	169292
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2004	established	"Feurer, Carole, et al. ""Taxonomic characterization of nine strains isolated from clinical and environmental specimens, and proposal of Corynebacterium tuberculostearicum sp. nov."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1055-1061."	Corynebacterium tuberculostearicum	38304
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2004	established	"Murray, Patrick, and Juan C. Gea-Banacloche. ""Sepsis caused by Elizabethkingia miricola successfully treated with tigecycline and levofloxacin."" Diagnostic microbiology and infectious disease 62.4 (2008): 430-432."	Elizabethkingia miricola	172045
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2004	putative	"Collins, Matthew D., et al. ""Helcococcus sueciensis sp. nov., isolated from a human wound."" International Journal of Systematic and Evolutionary Microbiology 54.5 (2004): 1557-1560."	Helcococcus sueciensis	241555
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	2004	putative	"Elsayed, Sameer, and Kunyan Zhang. ""Bacteremia caused by Janibacter melonis."" Journal of clinical microbiology 43.7 (2005): 3537-3539."	Janibacter melonis	262209
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2004	established	"Rosenblueth, Mónica, et al. ""Klebsiella variicola, a novel species with clinical and plant-associated isolates."" Systematic and applied microbiology 27.1 (2004): 27-35."	Klebsiella variicola	244366
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	2004	established	"Lee, Ja Young, et al. ""Two cases of peritonitis caused by Kocuria marina in patients undergoing continuous ambulatory peritoneal dialysis."" Journal of clinical microbiology 47.10 (2009): 3376-3378."	Kocuria marina	223184
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2004	established	"Eribe, Emenike RK, et al. ""Genetic diversity of Leptotrichia and description of Leptotrichia goodfellowii sp. nov., Leptotrichia hofstadii sp. nov., Leptotrichia shahii sp. nov. and Leptotrichia wadei sp. nov."" International journal of systematic and evolutionary microbiology 54.2 (2004): 583-592."	Leptotrichia goodfellowii	157692
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2004	putative	"Eribe, Emenike RK, et al. ""Genetic diversity of Leptotrichia and description of Leptotrichia goodfellowii sp. nov., Leptotrichia hofstadii sp. nov., Leptotrichia shahii sp. nov. and Leptotrichia wadei sp. nov."" International journal of systematic and evolutionary microbiology 54.2 (2004): 583-592."	Leptotrichia shahii	157691
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2004	putative	"Eribe, Emenike RK, et al. ""Genetic diversity of Leptotrichia and description of Leptotrichia goodfellowii sp. nov., Leptotrichia hofstadii sp. nov., Leptotrichia shahii sp. nov. and Leptotrichia wadei sp. nov."" International journal of systematic and evolutionary microbiology 54.2 (2004): 583-592."	Leptotrichia wadei	157687
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	putative	"Schinsky, Mark F., et al. ""Taxonomic variation in the Mycobacterium fortuitum third biovariant complex: description of Mycobacterium boenickei sp. nov., Mycobacterium houstonense sp. nov., Mycobacterium neworleansense sp. nov. and Mycobacterium brisbanense sp. nov. and recognition of Mycobacterium porcinum from human clinical isolates."" International Journal of Systematic and Evolutionary Microbiology 54.5 (2004): 1653-1667."	Mycobacterium boenickei	146017
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	established	"Poh, Mau-Ern, et al. ""Mycobacterium brisbanense species nova isolated from a patient with chronic cavitary lung infection."" Chest 145.4 (2014): 858-860."	Mycobacterium brisbanense	146020
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	established	"Mohamed, Amr M., et al. ""Mycobacterium nebraskense sp. nov., a novel slowly growing scotochromogenic species."" International journal of systematic and evolutionary microbiology 54.6 (2004): 2057-2060."	Mycobacterium nebraskense	244292
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	established	"Jiménez, M. Soledad, et al. ""Mycobacterium canariasense sp. nov."" International journal of systematic and evolutionary microbiology 54.5 (2004): 1729-1734."	Mycobacterium canariasense	228230
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	established	"Achermann, Yvonne, et al. ""Prosthetic valve endocarditis and bloodstream infection due to Mycobacterium chimaera."" Journal of clinical microbiology 51.6 (2013): 1769-1773."	Mycobacterium chimaera	222805
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	established	"Cooksey, Robert C., et al. ""Mycobacterium cosmeticum sp. nov., a novel rapidly growing species isolated from a cosmetic infection and from a nail salon."" International journal of systematic and evolutionary microbiology 54.6 (2004): 2385-2391."	Mycobacterium cosmeticum	258533
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	established	"Turenne, C. Y., et al. ""Mycobacterium parascrofulaceum sp. nov., novel slowly growing, scotochromogenic clinical isolates related to Mycobacterium simiae."" International journal of systematic and evolutionary microbiology 54.5 (2004): 1543-1551."	Mycobacterium parascrofulaceum	240125
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	putative	"Fanti, Franco, et al. ""Mycobacterium parmense sp. nov."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1123-1127."	Mycobacterium parmense	185642
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2004	putative	"Turenne, C. Y., et al. ""Mycobacterium saskatchewanense sp. nov., a novel slowly growing scotochromogenic species from human clinical isolates related to Mycobacterium interjectum and Accuprobe-positive for Mycobacterium avium complex."" International journal of systematic and evolutionary microbiology 54.3 (2004): 659-667."	Mycobacterium saskatchewanense	220927
